lab;filter_name;shelf;name;weight;unit;producer;quantity;code;sds
E2.31;H;;L-HISTIDINE MONOHYDROCHLORIDE MONOHYDRATE;25;g;Merck;1;53370-25G;https://www.sigmaaldrich.com/IT/en/sds/sigma/53370
E2.31;L;;LITHIUM SULFATE MONOHYDRATE;250;G;Merck;1;1056940250;https://www.sigmaaldrich.com/IT/en/sds/mm/1.05694
E2.31;O;;L-ORNITHINE MONOHYDROCHLORIDE;25;g;Merck;1;1069060025;https://www.sigmaaldrich.com/IT/en/sds/mm/1.06906
E2.31;T;;L-TYROSINE DISODIUM SALT HYDRATE;25;g;Sigma Aldrich;1;T1145-25G;https://www.sigmaaldrich.com/IT/en/sds/sigma/t1145
E2.31;M;;M17 AGAR ;500;g;BIOLIFE;2;4017192;https://gest.joyadv.it/public/cartellina-allegati-schede-certificazioni/schede-sicurezza-inglese/SSE-4017192.pdf
E2.31;M;;M17 AGAR ;500;g;LIOFILCHEM;1;610192;http://www.liofilchem.net/login/pd/ss1/610192-620192_MSDS_english.pdf
E2.31;M;;M17 Broth;500;g;BIOLIFE;3;4017202;https://gest.joyadv.it/public/cartellina-allegati-schede-certificazioni/schede-sicurezza-inglese/SSE-4017202.pdf
E2.31;M;;MAGNESIUM FORMATE DIHYDRATE;500;g;Fluka;1;00793-500G;https://www.sigmaaldrich.com/IT/en/sds/sial/00793
E2.31;M;;MAGNESIUM PERCHLORATE;250;g;Sigma Aldrich;1;63095;https://www.sigmaaldrich.com/IT/en/sds/sigald/222283
E2.31;M;;MAGNESIUM SULFATE;500;g;Sigma Aldrich;2;746452;https://www.sigmaaldrich.com/IT/en/sds/sigald/746452
E2.31;M;;Malth Extract Broth;500;g;Sigma Aldrich;1;70146;https://www.sigmaaldrich.com/IT/en/sds/sial/70146
E2.31;M;;Mannitol Salt Phenol Red Agar ;500;g;MILLIPORE;1;63567-500G-F;https://www.sigmaaldrich.com/IT/en/sds/sial/63567
E2.31;M;;Meat Peptone;500;g;Alfa Aesar;2;H26694;https://www.alfa.com/it/msds/?language=EE&subformat=CLP1&sku=H26694
E2.31;M;;MES HYDRATE;100;g;Sigma Aldrich;1;M8250-100G;https://www.sigmaaldrich.com/IT/en/sds/sigma/m8250
E2.31;M;;MES monohydrate, free acid;100;g;VWR;1;E169-100G;https://it.vwr.com/assetsvc/asset/en_GB/id/23096077/contents/23096077.pdf
E2.31;M;;METHANOL;2,5;L;VWR;1;20.846.326;https://it.vwr.com/assetsvc/asset/en_GB/id/7668344/contents
E2.31;M;;METHANOL (HIPERSOLV HPLC GRADIENT);2,5;L;VWR;1;20.864.320;https://it.vwr.com/assetsvc/asset/en_GB/id/7668339/contents
E2.31;M;;METHYL BLUE;25;g;Carlo Erba;1;42780;https://www.carloerbareagents.com/cerstorefront/medias/CH1253-EU.pdf?context=bWFzdGVyfHNhZmV0eS1kYXRhLXNoZWV0c3wyMDgxNDZ8YXBwbGljYXRpb24vcGRmfGFHUXdMMmd4Wmk4eE5UUTFNRGd6T1RNMU1UTXlOaTlEU0RFeU5UTmZSVlV1Y0dSbXwxMWJjMzVlYzE2MTM0MDM5NjU1ZjU4N2Q4YzU0N2RmMTVhNGM2NTg3ZmNhMzNlMzJhZGQ0NzBjYTY2ZWRjNzFh&attachment=true
E2.31;M;;METHYL RED;25;g;Riedel de haen;1;32654;https://lab.honeywell.com/sm/api/rc/documents/download/32654-100G_SDS_GB_E?appId=76&catNo=32654-100G&matnr=10652559&lang=E&country=GB&type=SDS
E2.31;M;;MICROSCOPY IMMERSION OIL;100;mL;Sigma Aldrich;1;1046990100;https://www.sigmaaldrich.com/IT/en/sds/mm/1.04699
E2.31;M;;MRS AGAR ISO;500;g;VWR;1;846070500;https://it.vwr.com/assetsvc/asset/en_GB/id/23117170/contents
E2.31;M;;MRS BROTH;500;g;OXOID;2;CM0359;http://www.remel.com/oxoid/msds/?country=EN
E2.31;M;;MRS BROTH;500;g;VWR;1;84613;https://it.vwr.com/assetsvc/asset/en_GB/id/16009826/contents
E2.31;M;;MRS BROTH with tween20;500;g;BIOLIFE;3;4017292;https://gest.joyadv.it/public/cartellina-allegati-schede-certificazioni/schede-sicurezza-inglese/SSE-4017292.pdf
E2.31;M;;MYCOLOGICAL PEPTONE;500;g;BIOLIFE;1;4117102;https://gest.joyadv.it/public/cartellina-allegati-schede-certificazioni/schede-sicurezza-inglese/SSE-4117102.pdf
E2.31;N;;NUPAGE MES SDS running buffer;500;mL;INVITROGEN;2;NP0002;https://www.thermofisher.com/document-connect/document-connect.html?url=https://assets.thermofisher.com/TFS-Assets%2FLSG%2FSDS%2FNP0002_MTR-EULT_EN.pdf
E2.31;N;;NUTRIENT AGAR;500;g;Fluka;1;70148;https://www.sigmaaldrich.com/IT/en/sds/sial/70148
E2.31;N;;NUTRIENT BROTH;500;g;Sigma Aldrich;1;70122;https://www.sigmaaldrich.com/IT/en/sds/sial/70122
E2.31;N;;NUTRIENT BROTH;500;g;MILLIPORE;1;70122-500G;https://www.sigmaaldrich.com/IT/en/sds/sial/70122
E2.31;O;;OF TEST NUTRIENT AGAR;500;g;Fluka;1;75315;https://www.sigmaaldrich.com/IT/en/sds/sial/75315
E2.31;O;;ORITAVANCIN DIPHOSPHATE;5;mg;Sigma Aldrich;1;SML1586-5MG;https://www.sigmaaldrich.com/IT/en/sds/sigma/sml1586
E2.31;O;;ortho-PHOSPHORIC ACID;250;mL;Merck;1;5438280250;https://www.sigmaaldrich.com/IT/en/sds/mm/5.43828
E2.31;O;;OXALIC ACID, 98%;250;g;Thermo Scientific ;1;186432500;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ACR18643~~PDF~~MTR~~CLP1~~EN~~2020-12-12%2008:10:42~~Oxalic%20acid%20%20anhydrous~~
E2.31;P;;PANCREATIN;25;g;Sigma Aldrich;1;P1750-25G;https://www.sigmaaldrich.com/IT/en/sds/sigma/p1750
E2.31;P;;PARAFFIN OIL;1;L;J.T.BAKER;1;7160;https://us.vwr.com/assetsvc/asset/en_US/id/37647263/contents/37647263.pdf
E2.31;P;;PARAFFIN WAX;1;kg;Sigma Aldrich;1;76242;https://www.sigmaaldrich.com/IT/en/sds/aldrich/76242
E2.31;P;;PCA AGAR;500;g;VWR;1;846.080.500;https://it.vwr.com/assetsvc/asset/en_GB/id/23117171/contents
E2.31;P;;PEPSIN FROM PORCINE;250;mg;Sigma Aldrich;1;P6887;https://www.sigmaaldrich.com/IT/en/sds/sigma/p6887
E2.31;P;;PEPTONE FROM MEAT (ENZYMATIC DIGESTION);500;g;VWR;1;846200500;https://it.vwr.com/assetsvc/asset/en_GB/id/23072473/contents
E2.31;P;;PETROLEUM ETHER ;2,5;L;Alfa Aesar;1;L13734;https://www.alfa.com/en/msds/?language=EE&subformat=CLP1&sku=L13734
E2.31;P;;PETROLEUM ETHER ;1;L;Panreac;1;1313151611;https://www.itwreagents.com/download_file/sds/131315/eu/sds_131315_en.pdf
E2.31;P;;PHOSPHATE BUFFER SALINE TABLET;50;TAB;Sigma Aldrich;1;P4417-50TAB;https://www.sigmaaldrich.com/IT/en/sds/sigma/p4417
E2.31;P;;PHOSPHATE BUFFER SOLUTION;5;L;Sigma Aldrich;1;P3619-1GA;https://www.sigmaaldrich.com/IT/en/sds/sigma/p3619
E2.31;P;;PHOSPHORIC ACID;100;mL;Fluka;1;79606;https://lab.honeywell.com/sm/api/rc/documents/download/79606-100ML_SDS_GB_E?appId=76&catNo=79606-100ML&matnr=10641885&lang=E&country=GB&type=SDS
E2.31;P;;PLATE COUNT AGAR;500;g;Sigma Aldrich;1;70152-500G;https://www.sigmaaldrich.com/IT/en/sds/sial/70152
E2.31;P;;PLATE COUNT AGAR (ISO);500;g;VWR;1;846080500;https://it.vwr.com/assetsvc/asset/en_GB/id/23117171/contents
E2.31;P;;POLYVINYLPYRROLIDONE (PVPP);500;g;Sigma Aldrich;1;85648-7;https://www.sigmaaldrich.com/IT/en/sds/sial/pvp40
E2.31;P;;POTASSIUM CHLORIDE bioextra;500;g;Sigma Aldrich;1;P9333;https://www.sigmaaldrich.com/IT/en/sds/sial/p9333
E2.31;P;;POTASSIUM HEXACYANOFERRATE (II) TRIHYDRATE;100;g;Alfa Aesar;1;A15736;https://www.alfa.com/en/msds/?language=EN&subformat=CLP1&sku=A15736
E2.31;P;;POTASSIUM HEXACYANOFERRATE (III);250;g;VWR;1;A16946;https://www.alfa.com/en/msds/?language=EN&subformat=CLP1&sku=A16946
E2.31;P;;POTASSIUM HYDROGEN PHTALATE;100;g;Sigma Aldrich;1;P1088;https://www.sigmaaldrich.com/IT/en/sds/sial/p1088
E2.31;P;;POTASSIUM HYDROXIDE;1;kg;Merck;1;814.353;https://www.sigmaaldrich.com/IT/en/sds/mm/8.14353
E2.31;P;;POTASSIUM HYDROXIDE;1;kg;Merck;1;1050331000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.05033
E2.31;P;;POTASSIUM IODIDE;100;g;Sigma Aldrich;1;746428;https://www.sigmaaldrich.com/IT/en/sds/sigald/746428
E2.31;P;;POTASSIUM IODIDE;500;g;Sigma Aldrich;1;207969-500G;https://www.sigmaaldrich.com/IT/en/sds/sigald/207969
E2.31;P;;POTASSIUM NITRATE;1;kg;VWR;1;P6030-500G;https://www.sigmaaldrich.com/IT/en/sds/sigma/p6030
E2.31;P;;POTASSIUM PHOSPHATE DIBASIC;2;kg;MP biomedicals;1;P8281;https://www.sigmaaldrich.com/IT/en/sds/sial/p8281
E2.31;P;;POTASSIUM PHOSPHATE MONOBASIC;500;g;Sigma Aldrich;1;P5655-500G;https://www.sigmaaldrich.com/IT/en/sds/sigma/p5655
E2.31;P;;POTASSIUM SODIUM TARTRATE TETRAHYDRATE;1;kg;Sigma Aldrich;1;S6170;https://www.sigmaaldrich.com/IT/en/sds/sial/s6170
E2.31;P;;POTASSIUM SULFATE;1;kg;VWR;1;26.994.293;https://it.vwr.com/assetsvc/asset/en_GB/id/7669350/contents
E2.31;P;;POTATO DEXTROSE AGAR;500;g;BIOLIFE;1;4019352;https://gest.joyadv.it/public/cartellina-allegati-schede-certificazioni/schede-sicurezza-inglese/SSE-4019352.pdf
E2.31;P;;POTATO DEXTROSE AGAR;500;g;VWR;2;846510500;https://it.vwr.com/assetsvc/asset/en_GB/id/23117171/contents
E2.31;R;;REINFORCED CLOSTRIDIAL MEDIUM;500;g;OXOID;1;CM0149;http://www.remel.com/oxoid/msds/?country=EN
E2.31;S;;Sabouraud dextrose 4% AGAR;500;g;VWR;2;846630500;https://it.vwr.com/assetsvc/asset/en_GB/id/13480220/contents
E2.31;S;;Sabouraud dextrose AGAR;500;g;BIOLIFE;2;4020052;https://gest.joyadv.it/public/cartellina-allegati-schede-certificazioni/schede-sicurezza-inglese/SSE-4020052.pdf
E2.31;S;;SAFRANIN;1;L;Prolabo;1;PL.7013;https://www.pro-lab.co.uk/wp-content/uploads/2019/08/Safranin-SDS823-EN.pdf
E2.31;S;;SALYCILIC ACID;1;kg;Carlo Erba;1;409777;https://www.carloerbareagents.com/cerstorefront/medias/CH0486-EU.pdf?context=bWFzdGVyfHNhZmV0eS1kYXRhLXNoZWV0c3w0MzI1NjZ8YXBwbGljYXRpb24vcGRmfGFHRTRMMmd4T1M4eE5UZzBORE01T1RJMU1UUTROaTlEU0RBME9EWmZSVlV1Y0dSbXw3MTQ4NzUxMzQyOTcxN2FkNDBiOTBlODMyZDNlYWU1MjI5YWYyZDcwYjFlYWIyNTY5MGM4MjJhMDIxMTQ2MGI1&attachment=true
E2.31;S;;SEPHADEX G-25;50;g;Sigma Aldrich;1;G25150-50G;https://www.sigmaaldrich.com/IT/en/sds/sigma/g25150
E2.31;S;;SILICAGEL 60 F254;1;kg;Merck;1;1.107.571.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.10757
E2.31;S;;SODIUM ACETATE;250;g;Sigma Aldrich;1;11019-1;https://www.sigmaaldrich.com/IT/en/sds/sigald/s8750
E2.31;S;;SODIUM ACETATE TRIHYDRATE bioxtra;250;g;Sigma Aldrich;1;S6014;https://www.sigmaaldrich.com/IT/en/sds/sigald/s6014
E2.31;S;;SODIUM AZIDE;1; mL;Sigma Aldrich;1;08591-1ML;https://www.sigmaaldrich.com/IT/en/sds/sial/08591
E2.31;S;;SODIUM BICARBONATE;500;g;Sigma Aldrich;1;S5761-500G;https://www.sigmaaldrich.com/IT/en/sds/sigma/s5761
E2.31;S;;SODIUM BICARBONATE ACS reagent;500;g;Sigma Aldrich;1;S7795-500G;https://www.sigmaaldrich.com/IT/en/sds/sial/s7795
E2.31;S;;SODIUM CARBONATE;1;kg;Sigma Aldrich;1;S7795-1KG;https://www.sigmaaldrich.com/IT/en/sds/sial/s7795
E2.31;S;;SODIUM CARBONATE BIOEXTRA 99%;1;kg;Sigma Aldrich;1;479687;https://www.sigmaaldrich.com/IT/en/sds/sial/s7653
E2.31;S;;SODIUM CHLORIDE;2,5;kg;Sigma Aldrich;1;793566;https://www.sigmaaldrich.com/IT/en/sds/sial/s7653
E2.31;S;;SODIUM CHLORIDE bioxtra;250;g;Sigma Aldrich;1;S7653-250G;https://www.sigmaaldrich.com/IT/en/sds/sial/s7653
E2.31;S;;SODIUM CITRATE DIHYDRATE;1;kg;Sigma Aldrich;1;W302600-1KG-K;https://www.sigmaaldrich.com/IT/en/sds/aldrich/w302600
E2.31;S;;SODIUM HYDROXIDE;1;kg;Merck;2;1064981000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.06498
E2.31;S;;SODIUM HYPOCHLORITE SOLUTION;2,5;L;SUPELCO;1;1.056.142.500;https://www.sigmaaldrich.com/IT/en/sds/mm/1.05614
E2.31;S;;SODIUM IODIDE;500;g;GALENO;1;;
E2.31;S;;SODIUM L-LACTATE;10;g;Sigma Aldrich;1;71718-10G;https://www.sigmaaldrich.com/IT/en/sds/aldrich/71718
E2.31;S;;SODIUM PHOSPHATE DIBASIC;1;kg;MP Biomedicals;1;195501;https://www.mpbio.com/media/document/file/sds/dest/m/p/_/m/s/d/s/_/1/9/1/4/4/MP_MSDS_191440_US_EN.pdf
E2.31;S;;SODIUM PHOSPHATE MONOBASIC;1;kg;Sigma Aldrich;1;S5011;https://www.sigmaaldrich.com/IT/en/sds/sigma/s5011
E2.31;S;;SODIUM PYROPHOSPHATE TETRABASIC ?95%;500;g;Sigma Aldrich;2;P8010-500g;https://www.sigmaaldrich.com/IT/en/sds/aldrich/p8010
E2.31;S;;SODIUM SALICYLATE;500;g;Sigma Aldrich;1;313;https://www.sigmaaldrich.com/IT/en/sds/sigma/s3007
E2.31;S;;SODIUM SULFATE ANHYDROUS;1;kg;JT BAKER;3;84.852.290;https://it.vwr.com/assetsvc/asset/en_GB/id/13480324/contents/13480324.pdf
E2.31;S;;SODIUM THIOSULFATE;1;kg;VWR;1;84.852.290;https://it.vwr.com/assetsvc/asset/en_GB/id/13480324/contents
E2.31;S;;SOIL EXTRACT AGAR;500;g;HIMEDIA;2;M455;https://www.himediadownloads.com/MSDS/M455.pdf
E2.31;S;;STARCH;250;g;Sigma Aldrich;1;33615-250G;https://www.sigmaaldrich.com/IT/en/sds/sial/33615
E2.31;S;;STEARIC ACID, REAGENT GRADE 95%;1;kg;Sigma Aldrich;1;17536-6;https://www.sigmaaldrich.com/IT/en/sds/sial/175366
E2.31;S;;SUCCINIC ACID;250;g;VWR;1;20668230;https://it.vwr.com/assetsvc/asset/en_GB/id/7667008/contents/7667008.pdf
E2.31;S;;SULFURIC ACID 95%-97%;2,5;L;J.T.BAKER;1;6057;https://it.vwr.com/assetsvc/asset/en_GB/id/33996518/contents
E2.31;S;;SULFURIC ACID standard solution 1mol/l;1;L;Riedel de haen;1;35276;https://lab.honeywell.com/sm/api/rc/documents/download/35276-1L_SDS_GB_E?appId=76&catNo=35276-1L&matnr=10193497&lang=E&country=GB&type=SDS
E2.31;S;;SYBR SAFE;;;INVITROGEN;1;S33102;https://www.thermofisher.com/document-connect/document-connect.html?url=https://assets.thermofisher.com/TFS-Assets%2FLSG%2FSDS%2FS33102_MTR-EULT_BE.pdf
E2.31;T;;TAE BUFFER 50X;1;L;Merck;1;106174;https://www.sigmaaldrich.com/IT/en/sds/mm/1.06174
E2.31;T;;TERBUTHYLAZINE;250;mg;Sigma Aldrich;2;45678;https://www.sigmaaldrich.com/IT/en/sds/sigma/45678
E2.31;T;;tetra-SODIUM DIPHOSPHATE DECAHYDRATE;1;kg;VWR;1;28.055.292;https://it.vwr.com/assetsvc/asset/en_GB/id/7670569/contents
E2.31;T;;THAUMATIN FROM THAUMATOCOCCUS DANIELLII;25;mg;Sigma Aldrich;1;T7638-25MG;https://www.sigmaaldrich.com/IT/en/sds/sigma/t7638
E2.31;T;;THYMOLPHTALEIN;50;g;Sigma Aldrich;1;89360-50G;https://www.sigmaaldrich.com/IT/en/sds/sial/89360
E2.31;T;;trans-ACONITIC ACID;25;g;TCI;1;A0127-25G;https://www.tcichemicals.com/US/en/sds/A0127_US_EN.pdf
E2.31;T;;Tributyrin AGAR;500;g;Sigma Aldrich;1;91015;https://www.sigmaaldrich.com/IT/en/sds/sial/91015
E2.31;T;;TRICHLOROACETIC ACID;100;g;Sigma Aldrich;1;T6399-100G;https://www.sigmaaldrich.com/IT/en/sds/sial/t6399
E2.31;T;;TRYPTIC GLUCOSE YEAST AGAR;500;g;BIOLIFE;1;4021452;https://gest.joyadv.it/public/cartellina-allegati-schede-certificazioni/schede-sicurezza-inglese/SSE-4021452.pdf
E2.31;T;;TWEEN 20;500;mL;Sigma Aldrich;1;P2287;https://www.sigmaaldrich.com/IT/en/sds/sigma/p2287
E2.31;T;;Tween 80;500;mL;Sigma Aldrich;1;P4780;https://www.sigmaaldrich.com/IT/en/sds/sigma/p4780
E2.31;U;;ULTRAPURE GLYCEROL;500;mL;Invitrogen;1;15514-011;https://www.thermofisher.com/document-connect/document-connect.html?url=https://assets.thermofisher.com/TFS-Assets%2FLSG%2FSDS%2F15514011_MTR-EULT_BE.pdf
E2.31;W;;Water, DEPC-treated, molecular biology grade;1;L;Merck;2;693520;https://www.sigmaaldrich.com/IT/en/sds/mm/693520
E2.31;Y;;Yeast Extract;500;g;Sigma Aldrich;1;92144;https://www.sigmaaldrich.com/IT/en/sds/sial/92144
E2.31;Y;;YEAST MANNITOL AGAR;500;g;Sigma Aldrich;1;Y3252;https://www.sigmaaldrich.com/IT/en/sds/sigma/y3252
E2.31;Z;;ZINC GRANULAR;500;g;J.T.BAKER;1;4252-01;https://www.avantorsciences.com/stibo/search/sdsmix000089_us_en.pdf
E2.31;Z;;ZINC SULFATE HEPTAHYIDRATE;500;g;Sigma Aldrich;1;Z4750-500G;https://www.sigmaaldrich.com/IT/en/sds/sigald/z4750
E0.22;N;;2-NONANONE, 99%;25;mL;J.T.BAKER;1;269987;https://www.fishersci.it/store/msds?partNumber=10123340&countryCode=IT&language=en
E0.22;D;;1,2-Dihydroxybenzene;500;g;Sigma Aldrich;1;135011;https://www.sigmaaldrich.com/IT/en/sds/sial/135011
E0.22;N;;2 NITROANILINE;100;g;Sigma Aldrich;1;N9780;https://www.sigmaaldrich.com/IT/en/sds/aldrich/n9780
E0.22;D;;2,4-DINITROPHENOL;250;g;Fluka;1;42170;https://www.sigmaaldrich.com/IT/en/sds/aldrich/42170
E0.22;E;;2-ETHYL 1-HEXANOL;500;mL;Sigma Aldrich;1;538051;https://www.sigmaaldrich.com/IT/en/sds/aldrich/538051
E0.22;M;;2-MERCAPTOETHANOL, 99%;10;mL;ACROS ORGANICS;1;125470100;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ACR12547~~PDF~~MTR~~CLP1~~EN~~2021-11-25%2006:06:10~~2-Mercaptoethanol~~
E0.22;P;;2-PROPANOL;2,5;L;Sigma Aldrich;2;190764;https://www.sigmaaldrich.com/IT/en/sds/sigald/190764
E0.22;P;;2-PROPANOL >99,8%;2,5;L;Merck;2;59300;https://www.sigmaaldrich.com/IT/en/sds/sigald/59300
E0.22;N;;3-NITROANILINE;100;g;Sigma Aldrich;1;N9829;https://www.sigmaaldrich.com/IT/en/sds/aldrich/n9829
E0.22;T;;3,3,5-Trimethylcyclohexanone;250;mL;Sigma Aldrich;2;T75752;https://www.sigmaaldrich.com/IT/en/sds/aldrich/t75752
E0.22;M;;3-Methyl-1H-Indole;10;g;Fluorochem;1;68788;https://www.dougdiscovery.com/3-methyl-1h-indole.html
E0.22;N;;4 NITROANILINE;100;g;Sigma Aldrich;1;185310;https://www.sigmaaldrich.com/IT/en/sds/aldrich/185310
E0.22;N;;4-NITROPHENOL 99%;1;Kg;Alfa Aesar;1;A14376;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ALFAAA14376~~PDF~~MTR~~CLP1~~EN~~2021-02-03%2019:55:58~~4-Nitrophenol~~
E0.22;M;;6-Methyl-5-hepten-2-one;100;mL;Sigma Aldrich;1;M48805;https://www.sigmaaldrich.com/IT/en/sds/aldrich/m48805
E0.22;A;;ACETIC ACID;500;mL;Sigma Aldrich;2;A6283;https://www.sigmaaldrich.com/IT/en/sds/sigald/a6283
E0.22;A;;ACETIC ACID;1;L;SUPELCO;1;1.603.231.003;https://www.sigmaaldrich.com/IT/en/sds/mm/1.60323
E0.22;A;;ACETIC ACID;1;L;Sigma Aldrich;1;A6283;https://www.sigmaaldrich.com/IT/en/sds/sigald/a6283
E0.22;A;;ACETIC ACID glacial 100%;1;L;SAFC;2;ARK2183;https://www.sigmaaldrich.com/IT/en/sds/sial/ark2183
E0.22;A;;ACETIC ACID glacial 100%;2,5;L;SUPELCO;2;1.000.632.500;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00063
E0.22;A;;ACETIC ACID glacial 100%;2,5;L;Merck;2;1.018.302.500;https://www.sigmaaldrich.com/IT/en/sds/mm/1.01830
E0.22;A;;ACETONE;1;L;SUPELCO;2;1.000.141.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00014
E0.22;A;;ACETONITRILE;2,5;L;Honeywell;4;34851;https://lab.honeywell.com/sm/api/rc/documents/download/34851-2.5L_SDS_GB_E?appId=76&catNo=34851-2.5L&matnr=10193144&lang=E&country=GB&type=SDS
E0.22;B;;BORIC ACID;500;g;Sigma Aldrich;1;B6768;https://www.sigmaaldrich.com/IT/en/sds/sigma/b6768
E0.22;B;;BORIC ACID;1;Kg;Sigma Aldrich;1;11607;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00160
E0.22;B;;BUTYRIC ACID 99%;250;mL;J.T.BAKER;1;934030;https://www.alfa.com/it/msds/?language=EN&subformat=CLP1&sku=L13189
E0.22;C;;Chloramphenicol;5;g;Sigma Aldrich;1;C0378;https://www.sigmaaldrich.com/IT/en/sds/sigma/c0378
E0.22;C;;CHLOROFORM;1;L;Sigma Aldrich;2;C2432;https://www.sigmaaldrich.com/IT/en/sds/sigald/c2432
E0.22;C;;CHLOROFORM: isoamyl alcohol 24:1;500;mL;Fluka;1;25666;https://www.sigmaaldrich.com/IT/en/sds/sial/25666
E0.22;D;;DICLOROMETHANE;2,5;L;Fluka;2;34411;https://lab.honeywell.com/sm/api/rc/documents/download/34411-2.5L_SDS_GB_E?appId=76&catNo=34411-2.5L&matnr=10192812&lang=E&country=GB&type=SDS
E0.22;D;;DICLOROMETHANE;1;L;Honeywell;1;24233;https://lab.honeywell.com/sm/api/rc/documents/download/24233-2.5L_SDS_GB_E?appId=76&catNo=24233-2.5L&matnr=10189855&lang=E&country=GB&type=SDS
E0.22;D;;DIMETHYL DISULFIDE;25;mL;Sigma Aldrich;1;528013;https://www.sigmaaldrich.com/IT/en/sds/aldrich/528013
E0.22;D;;DIMETHYL SULFIDE 99%;500;mL;J.T.BAKER;1;593537;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ALFAA22949~~PDF~~MTR~~AGHS~~EN~~2020-02-15%2009:57:42~~Dimethyl%20sulfide~~
E0.22;D;;DIMETHYL TRISULFIDE, 98%;25;g;J.T.BAKER;1;519060;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ALFAAH32913~~PDF~~MTR~~CLP1~~EN~~2022-02-02%2006:05:16~~Dimethyl%20trisulfide~~
E0.22;E;;ETHANOL;1;L;Appli Chem;3;A8075;https://www.itwreagents.com/download_file/sds/A8075/eu/sds_A8075_en.pdf
E0.22;E;;ETHANOL 96%;2,5;L;VWR;1;20.823.327;https://it.vwr.com/assetsvc/asset/en_GB/id/7666177/contents
E0.22;E;;ETHANOL ABSOLUTE;2,5;L;SUPELCO;1;1.070.172.511;https://www.sigmaaldrich.com/IT/en/sds/mm/1.07017
E0.22;E;;ETHANOL commercial ;3;L;Bio-ethanol;1;;
E0.22;E;;ETHYL ACETATE;1;L;Fluka;1;45770;https://www.sigmaaldrich.com/IT/en/sds/sial/537446
E0.22;E;;ETHYL ACETATE;1;L;Sigma Aldrich;2;270989;https://www.sigmaaldrich.com/IT/en/sds/sial/270989
E0.22;E;;ETHYL ACETATE;2,5;L;J.T.BAKER;1;8037;https://it.vwr.com/assetsvc/asset/en_GB/id/37174966/contents
E0.22;E;;Ethyl palmitate;250;mL;Sigma Aldrich;1;8.187.750.250;https://www.sigmaaldrich.com/IT/en/sds/mm/8.18775
E0.22;E;;ETHYL PHENYLACETATE 99%;250;g;Sigma Aldrich;1;108049;https://www.sigmaaldrich.com/IT/en/sds/aldrich/108049
E0.22;F;;FORMALDEHYDE SOLUTION 37%;1;L;Merck;1;1.040.021.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.04002
E0.22;F;;FORMALDEHYDE SOLUTION 37%;1;L;Merck;1;1.040.031.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.04003
E0.22;F;;Furfural;1;L;Sigma Aldrich;1;185914;https://www.sigmaaldrich.com/IT/en/sds/sial/185914
E0.22;H;;HEXANOIC ACID;5;mL;Merck;1;8.001.980.005;https://www.sigmaaldrich.com/IT/en/sds/mm/8.00198
E0.22;H;;HYDROCHLORIC ACID 32%;1;L;SUPELCO;1;1.003.191.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00319
E0.22;H;;HYDROCHLORIC ACID 36%;1;L;SUPELCO;1;1.151.861.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.15186
E0.22;H;;HYDROXYLAMINE HYDROCHLORIDE;100;g;Sigma Aldrich;1;255580;https://www.sigmaaldrich.com/IT/en/sds/sigald/255580
E0.22;I;;Isopropyl butyrate;100;mg;Sigma Aldrich;1;306991;https://www.sigmaaldrich.com/IT/en/sds/aldrich/306991
E0.22;M;;Manganese(II) sulfate monohydrate 99%;25;mL;Alfa Aesar;1;A17615;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ALFAAA17615~~PDF~~MTR~~CLP1~~EN~~2021-01-26%2023:35:03~~Manganese(II
E0.22;M;;METHANOL;2,5;L;Honeywell;3;34860;https://lab.honeywell.com/sm/api/rc/documents/download/34860-2.5L_SDS_GB_E?appId=76&catNo=34860-2.5L&matnr=10664602&lang=E&country=GB&type=SDS
E0.22;M;;METHANOL;2,5;L;VWR;1;20.864.420;https://it.vwr.com/assetsvc/asset/en_GB/id/7668339/contents
E0.22;M;;METHYL ORANGE;100;g;Alfa Aesar;1;A17604;https://www.alfa.com/it/msds/?language=EE&subformat=CLP1&sku=A17604
E0.22;M;;METHYLENE BLUE;25;g;VWR;1;34.700.025;https://it.vwr.com/assetsvc/asset/en_GB/id/23068015/contents
E0.22;M;;Molibdenum(IV) oxide 99.5%;25;mL;Alfa Aesar;1;A11159;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ALFAAA11159~~PDF~~MTR~~CLP1~~EN~~2021-01-30%2022:07:16~~Molybdenum(VI
